gvkey,fyear,datadate,ceq,xstfws,conm,gsector
203475,2020,2020-12-31,918043.5690,,GREEN CROSS HOLDINGS CORP,35
203475,2021,2021-12-31,1024167.5090,,GREEN CROSS HOLDINGS CORP,35
203475,2022,2022-12-31,1036476.7930,,GREEN CROSS HOLDINGS CORP,35
203504,2020,2020-12-31,467.4230,,THONBURI MEDICAL CENTRE PCL,35
203504,2021,2021-12-31,507.4790,,THONBURI MEDICAL CENTRE PCL,35
203504,2022,2022-12-31,613.6910,,THONBURI MEDICAL CENTRE PCL,35
203633,2020,2020-12-31,329866.7650,,TAISHO PHARMA INDONESIA TBK,35
203633,2021,2021-12-31,551955.8350,,TAISHO PHARMA INDONESIA TBK,35
203633,2022,2022-12-31,803773.7600,,TAISHO PHARMA INDONESIA TBK,35
203681,2020,2020-12-31,13948.3230,,CHINA NATL ACCORD MEDICINES,35
203681,2021,2021-12-31,14924.9380,,CHINA NATL ACCORD MEDICINES,35
203681,2022,2022-12-31,16125.8900,,CHINA NATL ACCORD MEDICINES,35
203732,2019,2020-03-31,96344.0000,,VITAL KSK HOLDINGS INC,35
203732,2020,2021-03-31,102944.0000,,VITAL KSK HOLDINGS INC,35
203732,2021,2022-03-31,98962.0000,,VITAL KSK HOLDINGS INC,35
203732,2022,2023-03-31,98987.0000,,VITAL KSK HOLDINGS INC,35
203923,2019,2020-03-31,41574.0000,,ASKA PHARMACEUTICAL HOLDINGS,35
203923,2020,2021-03-31,44510.0000,,ASKA PHARMACEUTICAL HOLDINGS,35
203923,2021,2022-03-31,48893.0000,,ASKA PHARMACEUTICAL HOLDINGS,35
203923,2022,2023-03-31,54534.0000,,ASKA PHARMACEUTICAL HOLDINGS,35
204122,2019,2020-03-31,17392.0000,,NIPPON CHEMIPHAR CO LTD,35
204122,2020,2021-03-31,18015.0000,,NIPPON CHEMIPHAR CO LTD,35
204122,2021,2022-03-31,18501.0000,,NIPPON CHEMIPHAR CO LTD,35
204122,2022,2023-03-31,18534.0000,,NIPPON CHEMIPHAR CO LTD,35
204243,2019,2020-03-31,411840.0000,,SUZUKEN CO LTD,35
204243,2020,2021-03-31,417048.0000,,SUZUKEN CO LTD,35
204243,2021,2022-03-31,417687.0000,,SUZUKEN CO LTD,35
204243,2022,2023-03-31,411210.0000,,SUZUKEN CO LTD,35
204277,2019,2020-03-31,231009.0000,,TOHO HLDGS CO LTD,35
204277,2020,2021-03-31,237406.0000,,TOHO HLDGS CO LTD,35
204277,2021,2022-03-31,241082.0000,,TOHO HLDGS CO LTD,35
204277,2022,2023-03-31,242824.0000,,TOHO HLDGS CO LTD,35
204292,2019,2020-03-31,104649.0000,,TOWA PHARMACEUTICAL CO LTD,35
204292,2020,2021-03-31,116599.0000,,TOWA PHARMACEUTICAL CO LTD,35
204292,2021,2022-03-31,132169.0000,,TOWA PHARMACEUTICAL CO LTD,35
204292,2022,2023-03-31,136894.0000,,TOWA PHARMACEUTICAL CO LTD,35
204544,2020,2020-12-31,8250.0000,,DEMANT AS,35
204544,2021,2021-12-31,7977.0000,,DEMANT AS,35
204544,2022,2022-12-31,8561.0000,,DEMANT AS,35
204560,2020,2020-12-31,2202.6650,,NONTHAVEJ HOSPITAL PCL,35
204560,2021,2021-12-31,2223.4490,,NONTHAVEJ HOSPITAL PCL,35
204560,2022,2022-12-31,2431.2120,,NONTHAVEJ HOSPITAL PCL,35
204697,2019,2020-05-31,1.7690,,FEEDBACK PLC,35
204697,2020,2021-05-31,5.2690,,FEEDBACK PLC,35
204697,2021,2022-05-31,13.7090,,FEEDBACK PLC,35
204697,2022,2023-05-31,10.8690,,FEEDBACK PLC,35
204849,2019,2020-03-31,24317.0730,4673.3940,ABBOTT INDIA LTD,35
204849,2020,2021-03-31,26021.6000,4829.0000,ABBOTT INDIA LTD,35
204849,2021,2022-03-31,28197.9000,5665.3000,ABBOTT INDIA LTD,35
204849,2022,2023-03-31,31885.4000,5513.7000,ABBOTT INDIA LTD,35
205112,2020,2020-12-31,612683.0250,,MERCK TBK PT,35
205112,2021,2021-12-31,684043.7880,,MERCK TBK PT,35
205112,2022,2022-12-31,757241.6490,,MERCK TBK PT,35
205153,2020,2020-12-31,3.6570,,N4 PHARMA PLC,35
205153,2021,2021-12-31,2.1300,,N4 PHARMA PLC,35
205153,2022,2022-12-31,2.0890,,N4 PHARMA PLC,35
205385,2020,2020-12-31,898.9960,,RAFFLES MEDICAL GROUP LTD,35
205385,2021,2021-12-31,960.7940,,RAFFLES MEDICAL GROUP LTD,35
205385,2022,2022-12-31,1015.0540,,RAFFLES MEDICAL GROUP LTD,35
205459,2020,2020-12-31,50.3050,,REGENT PACIFIC GROUP LIMITED,35
205459,2021,2021-12-31,38.7690,,REGENT PACIFIC GROUP LIMITED,35
205459,2022,2022-12-31,2.5970,,REGENT PACIFIC GROUP LIMITED,35
205642,2020,2020-12-31,296114.8590,,WHAN IN PHARMACEUTICAL CO,35
205642,2021,2021-12-31,316939.4300,,WHAN IN PHARMACEUTICAL CO,35
205642,2022,2022-12-31,333511.3740,,WHAN IN PHARMACEUTICAL CO,35
206131,2019,2020-03-31,68367.0000,,TOKAI CORP GIFU,35
206131,2020,2021-03-31,73387.0000,,TOKAI CORP GIFU,35
206131,2021,2022-03-31,77003.0000,,TOKAI CORP GIFU,35
206131,2022,2023-03-31,81655.0000,,TOKAI CORP GIFU,35
206165,2020,2020-12-31,3887.5470,,BB BIOTECH AG,35
206165,2021,2021-12-31,3283.4930,,BB BIOTECH AG,35
206165,2022,2022-12-31,2686.1350,,BB BIOTECH AG,35
206171,2019,2020-03-31,1896.8010,368.5210,KOPRAN LTD,35
206171,2020,2021-03-31,2450.3040,371.5660,KOPRAN LTD,35
206171,2021,2022-03-31,4261.6890,432.6690,KOPRAN LTD,35
206171,2022,2023-03-31,4392.4570,499.4600,KOPRAN LTD,35
206236,2019,2020-03-31,2300.0610,,WAI YUEN TONG MEDICINE HLDGS,35
206236,2020,2021-03-31,2565.3250,,WAI YUEN TONG MEDICINE HLDGS,35
206236,2021,2022-03-31,2515.7980,,WAI YUEN TONG MEDICINE HLDGS,35
206236,2022,2023-03-31,2349.1910,,WAI YUEN TONG MEDICINE HLDGS,35
206327,2019,2020-03-31,48232.2000,14290.4000,TORRENT PHARMACEUTICALS LTD,35
206327,2020,2021-03-31,58371.7000,14396.2000,TORRENT PHARMACEUTICALS LTD,35
206327,2021,2022-03-31,59529.5000,15264.5000,TORRENT PHARMACEUTICALS LTD,35
206327,2022,2023-03-31,61980.7000,16776.9000,TORRENT PHARMACEUTICALS LTD,35
206341,2020,2020-08-31,40121.0000,,NAGAILEBEN CO LTD,35
206341,2021,2021-08-31,42029.0000,,NAGAILEBEN CO LTD,35
206341,2022,2022-08-31,42255.0000,,NAGAILEBEN CO LTD,35
206341,2023,2023-08-31,43214.0000,,NAGAILEBEN CO LTD,35
206367,2020,2020-09-30,39959.0000,,FUJI PHARMACEUTICAL CO LTD,35
206367,2021,2021-09-30,32681.0000,,FUJI PHARMACEUTICAL CO LTD,35
206367,2022,2022-09-30,35804.0000,,FUJI PHARMACEUTICAL CO LTD,35
206367,2023,2023-09-30,41175.0000,,FUJI PHARMACEUTICAL CO LTD,35
206414,2020,2020-12-31,15590.2520,,ABBOTT LABS LTD (PAKISTAN),35
206414,2021,2021-12-31,17354.6380,,ABBOTT LABS LTD (PAKISTAN),35
206414,2022,2022-12-31,17106.0290,,ABBOTT LABS LTD (PAKISTAN),35
206458,2020,2020-12-31,-3.3580,,PROTEOME SCIENCES PLC,35
206458,2021,2021-12-31,-2.7750,,PROTEOME SCIENCES PLC,35
206458,2022,2022-12-31,-0.8430,,PROTEOME SCIENCES PLC,35
206514,2020,2020-12-31,28.1310,,BIOTIKA,35
206514,2021,2021-12-31,26.7820,,BIOTIKA,35
206514,2022,2022-12-31,25.4420,,BIOTIKA,35
206691,2020,2020-12-31,806957.0000,,GEDEON RICHTER PLC,35
206691,2021,2021-12-31,914886.0000,,GEDEON RICHTER PLC,35
206691,2022,2022-12-31,1049906.0000,,GEDEON RICHTER PLC,35
206695,2020,2020-12-31,60.0350,,SALUS LJUBLJANA DD,35
206695,2021,2021-12-31,67.3360,,SALUS LJUBLJANA DD,35
206695,2022,2022-12-31,73.8470,,SALUS LJUBLJANA DD,35
206864,2020,2020-12-31,2050.0840,,KPJ HEALTHCARE BHD,35
206864,2021,2021-12-31,2135.4300,,KPJ HEALTHCARE BHD,35
206864,2022,2022-12-31,2227.2600,,KPJ HEALTHCARE BHD,35
207043,2020,2020-12-31,12085.0500,,RAMKAMHAENG HOSPITAL PCL,35
207043,2021,2021-12-31,17178.7910,,RAMKAMHAENG HOSPITAL PCL,35
207043,2022,2022-12-31,19387.3260,,RAMKAMHAENG HOSPITAL PCL,35
207096,2020,2020-12-31,1165.3290,,RHOEN-KLINIKUM AG,35
207096,2021,2021-12-31,1198.3190,,RHOEN-KLINIKUM AG,35
207096,2022,2022-12-31,1223.8020,,RHOEN-KLINIKUM AG,35
207097,2020,2020-06-30,5573.7530,,SONIC HEALTHCARE LTD,35
207097,2021,2021-06-30,6384.9860,,SONIC HEALTHCARE LTD,35
207097,2022,2022-06-30,7273.1400,,SONIC HEALTHCARE LTD,35
207097,2023,2023-06-30,7736.5040,,SONIC HEALTHCARE LTD,35
207257,2020,2020-12-31,9.0590,,SILENCE THERAPEUTICS PLC,35
207257,2021,2021-12-31,8.5260,,SILENCE THERAPEUTICS PLC,35
207257,2022,2022-12-31,22.0720,,SILENCE THERAPEUTICS PLC,35
207366,2020,2020-12-31,112.7460,,OXFORD BIOMEDICA LTD,35
207366,2021,2021-12-31,187.3380,,OXFORD BIOMEDICA LTD,35
207366,2022,2022-12-31,204.6530,,OXFORD BIOMEDICA LTD,35
207815,2020,2020-12-31,1.0710,0.3880,IQ-AI LTD,35
207815,2021,2021-12-31,1.1900,0.3810,IQ-AI LTD,35
207815,2022,2022-12-31,0.7060,0.3990,IQ-AI LTD,35
207954,2020,2020-12-31,1838929.5330,,YUHAN CORP,35
207954,2021,2021-12-31,1925690.4680,,YUHAN CORP,35
207954,2022,2022-12-31,1984649.6460,,YUHAN CORP,35
207958,2020,2020-12-31,339909.9100,,BORYUNG CORPORATION,35
207958,2021,2021-12-31,473863.4950,,BORYUNG CORPORATION,35
207958,2022,2022-12-31,515917.3890,,BORYUNG CORPORATION,35
207959,2020,2020-12-31,258499.0880,,BUKWANG PHARMACEUTICAL CO,35
207959,2021,2021-12-31,269607.6670,,BUKWANG PHARMACEUTICAL CO,35
207959,2022,2022-12-31,263217.3730,,BUKWANG PHARMACEUTICAL CO,35
207989,2020,2020-12-31,331255.5130,,DONGWHA PHARM,35
207989,2021,2021-12-31,346934.9250,,DONGWHA PHARM,35
207989,2022,2022-12-31,364400.4270,,DONGWHA PHARM,35
208012,2020,2020-06-30,6.4750,1.5170,INOVIQ LTD,35
208012,2021,2021-06-30,29.0560,3.8710,INOVIQ LTD,35
208012,2022,2022-06-30,28.2920,,INOVIQ LTD,35
208012,2023,2023-06-30,19.6150,,INOVIQ LTD,35
208252,2020,2020-12-31,1450.3640,,ETERNAL ENERGY PCL,35
208252,2021,2021-12-31,1711.0220,,ETERNAL ENERGY PCL,35
208252,2022,2022-12-31,1637.5700,,ETERNAL ENERGY PCL,35
208339,2020,2020-12-31,4189.0720,,SHANGHAI HAIXIN GROUP CO LTD,35
208339,2021,2021-12-31,4128.2880,,SHANGHAI HAIXIN GROUP CO LTD,35
208339,2022,2022-12-31,3843.5790,,SHANGHAI HAIXIN GROUP CO LTD,35
208389,2019,2020-03-31,107066.0000,,PARAMOUNT BED HLDGS CO LTD,35
208389,2020,2021-03-31,113823.0000,,PARAMOUNT BED HLDGS CO LTD,35
208389,2021,2022-03-31,121675.0000,,PARAMOUNT BED HLDGS CO LTD,35
208389,2022,2023-03-31,128697.0000,,PARAMOUNT BED HLDGS CO LTD,35
208394,2020,2021-03-31,16.5120,,PROMISIA HEALTHCARE LTD,35
208394,2021,2022-03-31,18.5790,,PROMISIA HEALTHCARE LTD,35
208394,2022,2023-03-31,20.0880,,PROMISIA HEALTHCARE LTD,35
208472,2019,2020-03-31,33954.9000,3564.7000,PFIZER LTD,35
208472,2020,2021-03-31,23930.4000,3505.0000,PFIZER LTD,35
208472,2021,2022-03-31,28644.1000,3919.1000,PFIZER LTD,35
208472,2022,2023-03-31,32073.0000,3189.8000,PFIZER LTD,35
208526,2019,2020-03-31,79.7290,,ECO ANIMAL HEALTH GROUP PLC,35
208526,2020,2021-03-31,83.4170,,ECO ANIMAL HEALTH GROUP PLC,35
208526,2021,2022-03-31,82.0640,,ECO ANIMAL HEALTH GROUP PLC,35
208526,2022,2023-03-31,83.2700,,ECO ANIMAL HEALTH GROUP PLC,35
208686,2020,2020-12-31,18.5520,,OVOCA BIO PLC,35
208686,2021,2021-12-31,13.4300,,OVOCA BIO PLC,35
208686,2022,2022-12-31,7.6350,,OVOCA BIO PLC,35
208717,2020,2020-12-31,673.1920,34.5930,PAK FAH YEOW INTL,35
208717,2021,2021-12-31,707.7220,34.6000,PAK FAH YEOW INTL,35
208717,2022,2022-12-31,707.2250,34.6370,PAK FAH YEOW INTL,35
208755,2020,2020-12-31,229196.4890,,MILLENNIUM PHARMACON INTL,35
208755,2021,2021-12-31,236979.3500,,MILLENNIUM PHARMACON INTL,35
208755,2022,2022-12-31,258910.1380,,MILLENNIUM PHARMACON INTL,35
208799,2019,2020-03-31,302865.0000,,SANTEN PHARMACEUTICAL,35
208799,2020,2021-03-31,307585.0000,,SANTEN PHARMACEUTICAL,35
208799,2021,2022-03-31,337488.0000,,SANTEN PHARMACEUTICAL,35
208799,2022,2023-03-31,293979.0000,,SANTEN PHARMACEUTICAL,35
208821,2020,2020-12-31,1047.6190,0.5940,SARTORIUS AG,35
208821,2021,2021-12-31,1260.3040,0.3510,SARTORIUS AG,35
208821,2022,2022-12-31,1989.7000,0.7000,SARTORIUS AG,35
208861,2020,2020-12-31,658735.5460,,HANMI SCIENCE CO LTD,35
208861,2021,2021-12-31,690298.1330,,HANMI SCIENCE CO LTD,35
208861,2022,2022-12-31,724746.1930,,HANMI SCIENCE CO LTD,35
208901,2020,2020-12-31,477661.3310,,KWANG DONG PHARMACEUTICAL CO,35
208901,2021,2021-12-31,499177.1140,,KWANG DONG PHARMACEUTICAL CO,35
208901,2022,2022-12-31,517330.6880,,KWANG DONG PHARMACEUTICAL CO,35
208945,2020,2020-12-31,378036.6840,,SHINPOONG PHARMACEUTICAL CO,35
208945,2021,2021-12-31,358157.0970,,SHINPOONG PHARMACEUTICAL CO,35
208945,2022,2022-12-31,328507.2470,,SHINPOONG PHARMACEUTICAL CO,35
208957,2020,2020-12-31,338059.8320,,SUHEUNG CO LTD,35
208957,2021,2021-12-31,387764.5470,,SUHEUNG CO LTD,35
208957,2022,2022-12-31,421340.2570,,SUHEUNG CO LTD,35
209145,2020,2020-12-31,8.0390,,ASIAMEDIC LTD,35
209145,2021,2021-12-31,8.7540,,ASIAMEDIC LTD,35
209145,2022,2022-12-31,10.9410,,ASIAMEDIC LTD,35
209182,2020,2020-12-31,2277.3680,,SHANGHAI SHENQI PHARMA INV,35
209182,2021,2021-12-31,2344.2840,,SHANGHAI SHENQI PHARMA INV,35
209182,2022,2022-12-31,2327.4500,,SHANGHAI SHENQI PHARMA INV,35
209384,2019,2020-03-31,56038.8200,21276.7600,JUBILANT PHARMOVA LTD,35
209384,2020,2021-03-31,47414.8600,19226.3100,JUBILANT PHARMOVA LTD,35
209384,2021,2022-03-31,53185.6300,20422.7000,JUBILANT PHARMOVA LTD,35
209384,2022,2023-03-31,53992.7600,21623.6800,JUBILANT PHARMOVA LTD,35
209408,2020,2020-12-31,8170.6550,,VIBHAVADI MEDICAL,35
209408,2021,2021-12-31,12184.2660,,VIBHAVADI MEDICAL,35
209408,2022,2022-12-31,14391.5430,,VIBHAVADI MEDICAL,35
209431,2020,2020-12-31,4041.2120,,SIKARIN PCL,35
209431,2021,2021-12-31,5516.8330,,SIKARIN PCL,35
209431,2022,2022-12-31,6813.3210,,SIKARIN PCL,35
209523,2020,2020-12-31,18064.0860,,CHINA TRADITIONAL CHINESE,35
209523,2021,2021-12-31,19718.6690,,CHINA TRADITIONAL CHINESE,35
209523,2022,2022-12-31,20166.7200,,CHINA TRADITIONAL CHINESE,35
209628,2020,2020-12-31,-10705.0360,2838.2050,DOSNI ROHA INDONESIA TBK,35
209628,2021,2021-12-31,1361906.7080,,DOSNI ROHA INDONESIA TBK,35
209628,2022,2022-12-31,1248276.1020,,DOSNI ROHA INDONESIA TBK,35
209662,2020,2020-12-31,181273.4820,,HANALL BIOPHARMA,35
209662,2021,2021-12-31,163492.1440,,HANALL BIOPHARMA,35
209662,2022,2022-12-31,168256.4600,,HANALL BIOPHARMA,35
209673,2020,2020-12-31,407451.7870,,JEIL PHARMA HOLDINGS INC,35
209673,2021,2021-12-31,411730.5350,,JEIL PHARMA HOLDINGS INC,35
209673,2022,2022-12-31,337764.6760,,JEIL PHARMA HOLDINGS INC,35
209695,2020,2020-12-31,70482.4580,,KUKJE PHARMACEUTICAL IND CO,35
209695,2021,2021-12-31,68568.0620,,KUKJE PHARMACEUTICAL IND CO,35
209695,2022,2022-12-31,74074.0730,,KUKJE PHARMACEUTICAL IND CO,35
209713,2019,2020-03-31,51962.8060,,ORIENTBIO INC,35
209713,2020,2021-03-31,48544.9430,,ORIENTBIO INC,35
209723,2022,2022-12-31,275344.0310,,SAM JIN PHARMACEUTICAL CO,35
209729,2020,2020-12-31,63551.2100,,SAMIL PHARMACEUTICAL CO LTD,35
209729,2021,2021-12-31,65746.4930,,SAMIL PHARMACEUTICAL CO LTD,35
209729,2022,2022-12-31,125819.5960,,SAMIL PHARMACEUTICAL CO LTD,35
209735,2020,2020-12-31,1118523.6710,,GC BIOPHARMA CORP,35
209735,2021,2021-12-31,1274770.5140,,GC BIOPHARMA CORP,35
209735,2022,2022-12-31,1328122.4290,,GC BIOPHARMA CORP,35
209746,2020,2020-12-31,91901.9790,,SHINHUNG CO,35
209746,2021,2021-12-31,101417.0110,,SHINHUNG CO,35
209746,2022,2022-12-31,106862.9580,,SHINHUNG CO,35
209800,2020,2020-12-31,98508.7920,,GENEONE LIFE SCIENCE INC,35
209800,2021,2021-12-31,205454.4030,,GENEONE LIFE SCIENCE INC,35
209800,2022,2022-12-31,181471.2930,,GENEONE LIFE SCIENCE INC,35
209891,2020,2020-12-31,83526.0280,,PHARMGEN SCIENCE INC,35
209891,2021,2021-12-31,126939.8550,,PHARMGEN SCIENCE INC,35
209891,2022,2022-12-31,207124.6650,,PHARMGEN SCIENCE INC,35
209945,2020,2020-12-31,113061.9380,,YU YU PHARMA INC,35
209945,2021,2021-12-31,121688.7220,,YU YU PHARMA INC,35
209945,2022,2022-12-31,114223.7220,,YU YU PHARMA INC,35
210334,2020,2020-12-31,638.6670,,COMPUGROUP MEDICAL SE & CO,35
210334,2021,2021-12-31,612.0740,,COMPUGROUP MEDICAL SE & CO,35
210334,2022,2022-12-31,672.4200,,COMPUGROUP MEDICAL SE & CO,35
210526,2020,2020-12-31,622.9280,278.4790,VIRBAC SA,35
210526,2021,2021-12-31,724.9350,291.1300,VIRBAC SA,35
210526,2022,2022-12-31,839.3340,321.9070,VIRBAC SA,35
210703,2020,2020-12-31,12107.2410,,LIVZON PHARMACEUTICAL GROUP,35
210703,2021,2021-12-31,13003.7640,,LIVZON PHARMACEUTICAL GROUP,35
210703,2022,2022-12-31,13876.0210,,LIVZON PHARMACEUTICAL GROUP,35
210833,2020,2020-12-31,3396.3490,,VCANBIO CELL & GENE ENGINEER,35
210833,2021,2021-12-31,3463.4550,,VCANBIO CELL & GENE ENGINEER,35
210833,2022,2022-12-31,3555.8020,,VCANBIO CELL & GENE ENGINEER,35
211014,2019,2020-03-31,210000.0000,,SAWAI GROUP HOLDINGS CO LTD,35
211014,2020,2021-03-31,218278.0000,,SAWAI GROUP HOLDINGS CO LTD,35
211014,2021,2022-03-31,190067.0000,,SAWAI GROUP HOLDINGS CO LTD,35
211014,2022,2023-03-31,201644.0000,,SAWAI GROUP HOLDINGS CO LTD,35
211025,2019,2020-03-31,33391.0000,,APOLLO HOSPITALS ENTERPRISES,35
211025,2020,2021-03-31,46025.0000,,APOLLO HOSPITALS ENTERPRISES,35
211025,2021,2022-03-31,56233.0000,,APOLLO HOSPITALS ENTERPRISES,35
211025,2022,2023-03-31,61974.0000,,APOLLO HOSPITALS ENTERPRISES,35
211029,2019,2020-03-31,3644.4000,2155.8000,ASTRAZENECA PHARMA INDIA LTD,35
211029,2020,2021-03-31,4561.7000,2180.6000,ASTRAZENECA PHARMA INDIA LTD,35
211029,2021,2022-03-31,5113.9000,2283.9000,ASTRAZENECA PHARMA INDIA LTD,35
211029,2022,2023-03-31,5886.9000,2567.3000,ASTRAZENECA PHARMA INDIA LTD,35
211127,2020,2020-06-30,69215.0000,,ASPEN PHARMACARE HLDGS LTD,35
211127,2021,2021-06-30,65627.0000,,ASPEN PHARMACARE HLDGS LTD,35
211127,2022,2022-06-30,70942.0000,,ASPEN PHARMACARE HLDGS LTD,35
211127,2023,2023-06-30,86236.0000,,ASPEN PHARMACARE HLDGS LTD,35
211148,2020,2020-09-30,17058.0000,,LIFE HEALTHCARE GROUP HLDGS,35
211148,2021,2021-09-30,18066.0000,,LIFE HEALTHCARE GROUP HLDGS,35
211148,2022,2022-09-30,18746.0000,,LIFE HEALTHCARE GROUP HLDGS,35
211148,2023,2023-09-30,20214.0000,,LIFE HEALTHCARE GROUP HLDGS,35
211271,2019,2020-03-31,14354.8930,3226.8840,J B CHEMS & PHARMACEUTICALS,35
211271,2020,2021-03-31,18097.2480,3408.0060,J B CHEMS & PHARMACEUTICALS,35
211271,2021,2022-03-31,21341.2300,3772.8910,J B CHEMS & PHARMACEUTICALS,35
211271,2022,2023-03-31,24803.5220,4747.1830,J B CHEMS & PHARMACEUTICALS,35
211293,2019,2020-03-31,10243.5730,847.4760,ORCHID PHARMA LTD,35
211293,2020,2021-03-31,6529.0780,671.0790,ORCHID PHARMA LTD,35
211293,2021,2022-03-31,6473.7990,632.7700,ORCHID PHARMA LTD,35
211293,2022,2023-03-31,6886.4900,653.5040,ORCHID PHARMA LTD,35
211453,2020,2020-12-31,731.3000,,ORION CORP,35
211453,2021,2021-12-31,747.9000,,ORION CORP,35
211453,2022,2022-12-31,908.1000,,ORION CORP,35
211479,2020,2020-12-31,207.6550,,CEGEDIM,35
211479,2021,2021-12-31,232.0640,,CEGEDIM,35
211479,2022,2022-12-31,285.1640,,CEGEDIM,35
211509,2020,2020-12-31,1460.0410,0.3100,SARTORIUS STEDIM BIOTECH SA,35
211509,2021,2021-12-31,1655.8660,0.2050,SARTORIUS STEDIM BIOTECH SA,35
211509,2022,2022-12-31,2449.3000,0.4000,SARTORIUS STEDIM BIOTECH SA,35
211517,2020,2020-06-30,9.9060,3.5710,RESONANCE HEALTH LTD,35
211517,2021,2021-06-30,11.8270,1.9190,RESONANCE HEALTH LTD,35
211517,2022,2022-06-30,10.6920,2.4950,RESONANCE HEALTH LTD,35
211517,2023,2023-06-30,9.9350,3.1110,RESONANCE HEALTH LTD,35
211559,2020,2020-06-30,64.8090,,OPTHEA LTD,35
211559,2021,2021-06-30,135.2860,,OPTHEA LTD,35
211559,2022,2022-06-30,47.9770,,OPTHEA LTD,35
211559,2023,2023-06-30,-5.8520,,OPTHEA LTD,35
211716,2019,2020-03-31,56494.0000,,AS ONE CORP,35
211716,2020,2021-03-31,62762.0000,,AS ONE CORP,35
211716,2021,2022-03-31,66155.0000,,AS ONE CORP,35
211716,2022,2023-03-31,63968.0000,,AS ONE CORP,35
211736,2020,2020-12-31,22332.2880,,CSPC PHARMACEUTICAL GROUP,35
211736,2021,2021-12-31,25986.6720,,CSPC PHARMACEUTICAL GROUP,35
211736,2022,2022-12-31,30197.5340,,CSPC PHARMACEUTICAL GROUP,35
211795,2019,2020-03-31,2011.2000,,SONOVA HOLDING AG,35
211795,2020,2021-03-31,2748.0000,,SONOVA HOLDING AG,35
211795,2021,2022-03-31,2410.5000,,SONOVA HOLDING AG,35
211795,2022,2023-03-31,2212.4000,,SONOVA HOLDING AG,35
211850,2020,2020-12-31,505394.8990,,APROGEN BIOLOGICS INC,35
211850,2021,2021-12-31,507938.6040,,APROGEN BIOLOGICS INC,35
211850,2022,2022-12-31,421718.9120,,APROGEN BIOLOGICS INC,35
211983,2020,2020-12-31,202.2110,,ADVANCED MEDICAL SOL GRP PLC,35
211983,2021,2021-12-31,212.6770,,ADVANCED MEDICAL SOL GRP PLC,35
211983,2022,2022-12-31,236.6220,,ADVANCED MEDICAL SOL GRP PLC,35
212015,2020,2020-06-30,15487.1250,,THE SEARLE CO LTD,35
212015,2021,2021-06-30,25573.0110,,THE SEARLE CO LTD,35
212015,2022,2022-06-30,28663.5970,,THE SEARLE CO LTD,35
212015,2023,2023-06-30,,,THE SEARLE CO LTD,35
212098,2019,2020-03-31,452644.5000,63623.5000,SUN PHARMACEUTICAL INDS LTD,35
212098,2020,2021-03-31,464627.8000,68622.3000,SUN PHARMACEUTICAL INDS LTD,35
212098,2021,2022-03-31,480112.2000,73008.3000,SUN PHARMACEUTICAL INDS LTD,35
212098,2022,2023-03-31,559953.8000,82960.3000,SUN PHARMACEUTICAL INDS LTD,35
212194,2020,2020-12-31,11239.5040,,GRAND PHARMACEUTICAL GRP LTD,35
212194,2021,2021-12-31,13392.6310,,GRAND PHARMACEUTICAL GRP LTD,35
212194,2022,2022-12-31,14140.3380,,GRAND PHARMACEUTICAL GRP LTD,35
212210,2019,2020-03-31,22232.0000,,RION CO LTD,35
212210,2020,2021-03-31,23726.0000,,RION CO LTD,35
212210,2021,2022-03-31,25289.0000,,RION CO LTD,35
212210,2022,2023-03-31,26612.0000,,RION CO LTD,35
212215,2019,2020-04-30,10929.0000,,YAGAMI INC,35
212215,2020,2021-04-30,11643.0000,,YAGAMI INC,35
212215,2021,2022-04-30,12367.0000,,YAGAMI INC,35
212215,2022,2023-04-30,12915.0000,,YAGAMI INC,35
212235,2020,2020-12-31,3965.9320,,STANDARD CHEM AND PHARM CORP,35
212235,2021,2021-12-31,4341.8760,,STANDARD CHEM AND PHARM CORP,35
212235,2022,2022-12-31,4753.1740,,STANDARD CHEM AND PHARM CORP,35
212299,2020,2020-12-31,23.1860,0.5100,GEFEN BIOMED INVEST LTD,35
212299,2021,2021-12-31,16.3510,0.5100,GEFEN BIOMED INVEST LTD,35
212299,2022,2022-12-31,6.0330,,GEFEN BIOMED INVEST LTD,35
212422,2020,2020-12-31,471.3950,83.1360,FAES FARMA SA,35
212422,2021,2021-12-31,536.5280,85.0330,FAES FARMA SA,35
212422,2022,2022-12-31,601.0760,91.2010,FAES FARMA SA,35
212474,2020,2020-12-31,2384.8340,421.2490,KOSSAN RUBBER INDUSTRIES BHD,35
212474,2021,2021-12-31,4032.3460,419.6670,KOSSAN RUBBER INDUSTRIES BHD,35
212474,2022,2022-12-31,3875.6660,374.4980,KOSSAN RUBBER INDUSTRIES BHD,35
212635,2020,2020-06-30,1401.5000,,COCHLEAR LTD,35
212635,2021,2021-06-30,1701.7000,,COCHLEAR LTD,35
212635,2022,2022-06-30,1685.7000,,COCHLEAR LTD,35
212635,2023,2023-06-30,1748.8000,,COCHLEAR LTD,35
212712,2019,2020-03-31,277684.0000,,SYSMEX CORP,35
212712,2020,2021-03-31,307898.0000,,SYSMEX CORP,35
212712,2021,2022-03-31,348303.0000,,SYSMEX CORP,35
212712,2022,2023-03-31,387666.0000,,SYSMEX CORP,35
212729,2020,2020-12-31,4007.8810,,MEDICA SUR SA DE CV,35
212729,2021,2021-12-31,4913.3430,,MEDICA SUR SA DE CV,35
